recipe,user,rating,comment
Mực Rối,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Này là canh dùng để ăn với cơm ạ?
Mực Rối,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Nước dùng thì trong, các nguyên liệu trình bày đẹp mắt, nhìn là muốn ăn thử liền."
Cơm Trân Châu,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Mjh làm món này mang đj làm hoặc dã ngoại đều rất tiện lại đầy đủ dinh dưỡng. Cám ơn chương trình nhìu ???
Cơm Trân Châu,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Mình nghĩ cho thêm rong biển bóp vụn hoặc cuộn lá rong biển bên ngoài nắm cơm chắc cũng ngon đó.
Cơm Trân Châu,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Dao nay con toi luoi an lam, neu toi lam mon an bat mat nhu nay hy vong be se an nhieu hon."
Cơm Trân Châu,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Nhà mình sắp đi chơi xa, mình sẽ làm món này để đem theo, nhìn ngon với tiện quá."
Vịt Quay Bắc Kinh Chay,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Mình rất thích ăn vịt. Cám ơn MNMN đã chia sẻ cách nấu món vịt quay Bắc Kinh.
Cá Lóc Phi Lê Xốt Gừng,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"món ăn rất phù hợp để cả nhà thường thức trong những ngày đông . Thịt cá lóc thấm vị với lớp vỏ ngoài giòn tan, nước sốt gừng đậm đà, ngon tuyệt!"
Gỏi Trái Cóc,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Trai coc gion, chua chua, co mui thom diu, lam goi an la het say roi con gi."
Gỏi Trái Cóc,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Mấy món gỏi làm từ trái cây chua như xoài, khế hay cóc thì ngon khỏi nói rồi, ăn chung với bánh phồng tôm nữa là bá cháy luôn."
Phá Lấu,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,E làm theo cách này rùi thấy ngon lằm! E cảm ơn chương trình nhiều lắm!
Phá Lấu,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Không giống với món phá lấu trước mình hay ăn ở SG nhưng mà chỗ mình không thể tìm nguyên liệu để nấu đúng chuẩn ngoài quán, nên là làm như này cho đỡ thèm cũng được, với lại cách làm cũng không phức tạp."
Gan Gà Xào Chua Ngọt,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,món ăn này quá ngon
Cháo Lươn Khoai Môn Đậu Xanh,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Hấp dẫn quá mình sẽ nấu để thưởng thức
Cháo Lươn Khoai Môn Đậu Xanh,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Minh se thu nau mon nay cho ca nha an xem sao hgigi
Ốc Xào Chuối Xanh,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,mình nghĩ chuối phải chiên qua rồi xào lên mới cho ốc đã xào vào thì chuối sẽ bùi và ngấm gia vị hơn
Cá Kèo Kho Khế,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Mon nay an voi canh gi thi hop vay a?
Cá Kèo Kho Khế,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Tôi là khán giả thường xuyên của chương trình . Những món ngon do các đầu bếp nổi tiếng hướng dẫn làm tôi hết sức thích thú . Xin cảm ơn chương trình. tuy chỉ ngắn gọn có 10 phút mà thật có ích và ý nghĩa.
Cá Kèo Kho Khế,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Cho e hoi o day sử dụng muỗng la muỗng cafe hay la muỗng an canh
Cá Kèo Kho Khế,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Hấp dẫn quá! Chiều nay làm cho chồng ăn mới được. Cám ơn cô Diệu Thảo! :))
Lưỡi Heo Xào Lăn,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Em moi sinh em be xong nhung sua cua it ko du de be bu . e muon chuong mon ngon moi mgay giup e nen thuc pham va mon an j de nguon sua dc doi dao . e cam on nhieu
Súp Vịt Quay,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Nhà mình thích ăn vịt quay nhưng mà hay còn thừa, bữa sau ăn tiếp thì hơi ngán, lần tới nếu còn dư vịt thì mình sẽ thử nấu món này xem sao."
Súp Vịt Quay,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Minh dung măng khô được k ạ ?
Salad Khoai Tây Trộn Bê Thui,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Khoai tây vàng và đỏ có khác về hương vị cũng như hàm lượng dinh dưỡng không ạ?
Thịt Bò Xào Đậu Cove,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Cảm ơn Món Ngon Mỗi Ngày
Thịt Bò Xào Đậu Cove,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,mai cuối tuần mình sẽ làm món này cho cả nhà thưởng thức? rất cảm ơn chương trình đã cho công thức nhé
Thịt Bò Xào Đậu Cove,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Chắc làm thử xem ngon k
Thịt Bò Xào Đậu Cove,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"rất ngon và dễ lầm, mình rất hay làm món này"
Thịt Bò Xào Đậu Cove,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Hay nhưng ko biết ăn ngon hay ko
Gà Trộn Gừng Chua Ngọt,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Bình thường mình không ăn được xác gừng đâu nhưng mà gừng ngâm chua ngọt rất dễ ăn, món gà trộn này hấp dẫn lắm."
Tôm Nướng Mỡ Chài,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nuong tren chao khoang bao lau thi duoc a?
Tôm Nướng Mỡ Chài,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Cây tôm nướng hấp dẫn quá, nhìn mà đói bụng luôn rồi."
Cà Ri Chay,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Bột ngọt vẫn dùng cho đồ chay dc pk cô diệu thảo
Cà Ri Chay,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,tàu hũ ky là gì vậy ah? có thể mua ở đậu ah?
Cà Ri Chay,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,rất ngon.cuối tuần này mình phải làm thử đãi cả nhà mới được
Xôi Gà,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Cuối tuần có thời gian rảnh làm cho cả nhà ăn mới được.
Xôi Gà,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Neu nau khong can lap xuong ma thay bang nguyen lieu khac duoc ko
Cần Nước Xào Bao Tử Cá Basa,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Toi chua an bao tu ca bao gio, nhin co Dieu Thao che bien hap dan qua nen mai toi se nau thu xem sao."
Bánh Ruốc Chiên Giòn,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Fritures de crevettes
Gỏi Đu Đủ,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Mình đã làm thử công thức này rồi ăn rất ngon luôn nha. Cám ơn chương trình món ngon mỗi ngày nhiều, luôn ủng hộ chương trình!"
Bánh Mì Nướng Hoa Hồng,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Món này trang trí đẹp mắt, làm thì khá đơn giản, sáng ra làm cho các bé ăn trước khi đi học rất ổn đấy."
Ngọc Mực Rang Tổ Chim,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Nhìn ngon thiệt đó, vậy là mình biết thêm 1 món để lai rai rồi."
Canh Thanh Long,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Tôi rất thích ăn thanh long nhưng chưa từng nghĩ là thanh long dùng để nấu canh được như này.
Canh Thanh Long,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Có thêm thanh long chua ngọt chắc canh này lạ miệng lắm.
Canh Thanh Long,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Dạ cho con hỏi 1,5M là sao ạ?"
Canh Thanh Long,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Gia đình hay ăn thanh long nên sắp phát ngán.Giờ có canh thanh long hoà với rau củ thế nào nhà mình cũng phải mê ngất ngây cho xem.
Canh Thanh Long,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Món này hôm nay em mới biết chứ thanh long thì em chưa từng áp dụng trong thực đơn bao giờ cả,hihi"
Cơm Chiên Cá Mặn Chay,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nho tips cua co Dieu Thao ma minh chien com luc nao cung toi va ngon het.
Lẩu Sườn Non,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Món này có thể làm khẩu vị cay được ko ? Làm sao để món này cay ngon ạ ?
Lẩu Sườn Non,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Mình chưa thấy nói đến cáh sơ chế táo tàu với lại chỉ ăn kèm với tần ô còn các loại rau khác thì có dùng dk ko
Lẩu Sườn Non,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Vì sao trong món này lại có hắc xì dầu, nếu ko thích hắc xì dáu mình có thể bỏ nó được ko Món Ngon Mỗi Ngày."
Thịt Heo Kho Thơm,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Trời ngon đỉnh cảm ơn add nha ^^
Thịt Heo Kho Thơm,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Thấy món này ngon quá mà dễ làm nữa, phải thử thôi!"
Thịt Heo Kho Thơm,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món này em làm thử rồi Ngon tuyệt cú mèo các mẹ ạ
Cá Đối Kho Thơm,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,quả thơm là quả gì vậy ạ ?
Cá Đối Kho Thơm,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Bộ ớt mua ở đâu zây anh
Canh Măng Gà Viên,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"MC dễ thương, đẹp và mình rất thích công thức của bạn đầu bếp này. Cám ơn chương trình đã giúp mình có nhiều món ăn ngon cho gia đình."
Canh Măng Gà Viên,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,MC này nói nhiều nghe chán quá. Cảm ơn đầu bếp.
Canh Măng Gà Viên,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Cam on anh chi nhieu da post Len nhu get mon an tuyet voi men chu canh chi co mot ngay Vui ve suc khoe trán tre be canh voi nhung nguoi than MERRY CHRISTMAS ánd HAPPY NEW - YEAR 2016
Cồi Sò Điệp Xốt Cay,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Minh muon mua so diep tuoi de che bien thi nen lua nhu the nao a?
Vịt Quay Kho Trứng Cút,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Nha minh hay mua vit quay ve an ma khong het, gio co cong thuc nay la co the che bien ra mon moi roi."
Gà Xào Chua Ngọt,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,món ăn ngon quá như hôg biết làm
Gà Xào Chua Ngọt,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,món này rất ngon và rất dễ dàng
Canh Cá Khoai Lá Giang,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,La giang nau canh chua an voi com ngon lam do.
Burger Cá Kiểu Hawaii,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Có thể thay cá basa bằng loại cá biển nào được không ạ?
Burger Cá Kiểu Hawaii,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,tôi thích ăn món này
Burger Cá Kiểu Hawaii,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,tôi rất thích món ăn này
Burger Cá Kiểu Hawaii,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Mon ngon moi ngay rat thú vị.
Cá Cơm Chiên Giòn Xốt Tiêu,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Ngày lạnh ăn món này với cơm nóng là bá cháy.
Cá Cơm Chiên Giòn Xốt Tiêu,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,cảm ơn chương trình........
Cá Cơm Chiên Giòn Xốt Tiêu,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,ngon tuyet..........
Cá Cơm Chiên Giòn Xốt Tiêu,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Món này dễ làm , rẻ tiền , mà lại là món cá,,,,,,còn ngon nữa.Rất tiện cho các bà nội trợ....."
Hải Sản Chiên Xù,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nhìn tiệc vời quá thích ghê ước j
Hải Sản Chiên Xù,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,TÔI MUỐN LÀM MÓN GÌ BẰNG CÁ HỒI
Hải Sản Chiên Xù,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,nhìn ngon quá muốn ăn nữa chứ
Hải Sản Chiên Xù,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Em rất thích xem chương trình nhưng gần tới thôi nôi con gái em nhưng em không biết nấu món gì nhà em lại rất thích ăn gà nhất là gỏi gà em nhờ chưong trình giúp em làm món ngon từ gà vừa quen mà vừa lạ em cảm ơn chương trình ạ
Hải Sản Chiên Xù,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Con chưa từng làm món ăn này bao giờ nhưng mà vài ngày nửa là sinh nhật của em gái úc của con. Vậy nên con sẻ cố ngắn làm thật ngon. Mong chương chình giúp con làm món ăn này nha. Sinh cảm ơn.
Hải Sản Chiên Xù,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Làm rồi ngon lắm ai mà ăn là mê luôn chúc mọi người ăn ngon miệng nhớ làm ăn nghe mê say
Bánh Bông Lan Xốt Dâu Mayonnaise,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Làm bánh này phải dùng cam vàng ạ?
Bánh Bông Lan Xốt Dâu Mayonnaise,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Không cần lò nướng cũng có thể làm bánh bông lan ngon, thích thiệt."
Đậu Hũ Nhồi Hạt Sen,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Thật sự nhìn rất ngon luôn nhưng mà mình không thích ăn hạt sen cho lắm.
Tôm Nướng Lá Chuối,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Tôm này ăn với xôi trắng chắc ngon lắm đây.
Vịt Quay Xào Thơm,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Vịt quay thì ngon rồi nè mà không biết xào chung với thơm còn ngon nữa không.
Cá Trứng Ngâm Giấm,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Nhìn ngon quá, mà mình chiên cá trứng lần nào cũng bị bể T_T"
Chả Khoai Hấp,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Neu minh dung hoan toan bang khoai mo de cha len mau duoc dep thi ket cau co bi thay doi khong a?
Chả Khoai Hấp,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Màu khoai mỡ kết hợp với màu lòng đỏ trứng đẹp quá.
Chả Khoai Hấp,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Trong công thức không ghi rõ là tôm xay hay tôm bằm kìa, xem video mới biết là cắt hạt lựu."
Chả Khoai Hấp,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món này khi hấp có bị phồng lên như chả trứng không ạ? Nếu có thì làm sao để chả được phẳng đẹp ạ?
Chả Khoai Hấp,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,nếu mình làm món chay thì thay thế thịt và tôm bằng đậu phụ và thêm nấm hương băm nhỏ vào được ko nhỉ
Chả Khoai Hấp,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Sao minh lam khoang lang khoai mon khoai tay. Lai kg thah khuon ma lai nhão nhỉ.
Bắp Non Xào Mực Cay,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Cuối tuần phải mua nguyên liệu về nấu thử cho cả nhà thôi.
Bắp Non Xào Mực Cay,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Nhìn ngon quá, trời lành lạnh mà ăn món cay là tuyệt cú mèo."
Bắp Non Xào Mực Cay,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Cho mình hỏi là có thể cho thêm súp lơ vào được không?
Bắp Non Xào Mực Cay,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,TRong phần nguyên liệu mình thấy có gừng.mà sao cách nấu lại ko thấy cho gừng đoạn nào
Bắp Non Xào Mực Cay,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Ngon quá, nhất định mình sẽ làm thử"
Bắp Non Xào Mực Cay,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Mjnh lam thu ruj.tuyet cu meo..
Bắp Non Xào Mực Cay,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Ngon , mình sẽ về làm thử"
Bắp Non Xào Mực Cay,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Muốn thử món này ghê!
Cơm Chiên Chay,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Nếu dùng màu điều để chiên thì giống cơm chiên dương châu hơn đó.
Gỏi Nghêu Bông Thiên Lý,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Nhìn đĩa rau xanh mà mát con mắt.
Gỏi Nghêu Bông Thiên Lý,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Có thể pha nhiều nước trộn gỏi vừa để trộn vừa để chấm không nhỉ?
Gỏi Nghêu Bông Thiên Lý,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Nhìn hình là có thể ngửi thấy mùi luôn đó.
Bò Áp Chảo Mắm Ruốc,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Thit bo ket hop voi mam ruoc, nghe la qua nha."
Trứng Hấp Tôm Nấm,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,cho mình hỏi là mình có thể thay nước tương phú sĩ được ko vậy.
Trứng Hấp Tôm Nấm,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Minh lam bang trung ga ta nen mau dep cuc ky luon, an cung rat la ngon."
Trứng Hấp Tôm Nấm,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Tôi dùng nấm đông cô thay vì nấm hương được không?
Trứng Hấp Tôm Nấm,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Cho mình hỏi nước dùng gà là gì ạ
Trứng Hấp Tôm Nấm,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,toi muon kiem mon trung chien kim chi voi bi ngoi sao k tim duoc
Trứng Hấp Tôm Nấm,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,món này có nên cho thêm thịt ba rọi để tạo độ bóng không nhỉ ?
Viên Mè Chiên Giòn,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nhìn ngon quá MNMN các bé sẽ thích đây
Viên Mè Chiên Giòn,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Mấy viên mè nhìn rất dễ thương, chắc chắn các bé sẽ rất thích."
Thịt Xay Kho Bắp Đậu,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"ngon lắm, bé nhà mình thích món này lắm"
Thịt Xay Kho Bắp Đậu,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Dễ Làm Rất Ngon Miệng Đổi Món Cho Bữa Cơm Gia Đình Ngon tuyệt!
Thịt Xay Kho Bắp Đậu,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Da lam thu mon nay, be nha minh thich lam."
Thịt Xay Kho Bắp Đậu,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Thay đậu đũa bằng đậu que hoặc đậu Hà Lan hay là cho thêm nấm vào chắc cũng được nhỉ?
Thịt Xay Kho Bắp Đậu,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món này đến cả người lớn cũng thích nói chi con nít.
Hamburger Kiểu Mehico,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Thằng em trai rất thích ăn Hamburger. Để mai làm thử cho nó ăn . Cám ơn MNMN đã cho mình biết cách làm món này.
Hamburger Kiểu Mehico,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Sáng ra ăn 1 cái burger này là đủ no luôn rồi.
Canh Sườn Non Táo Đỏ,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Nhìn món ăn ngon và bổ dưỡng thấy cũng dễ nấu để mai trổ tài nấu cho gia đình ăn xem sao.
Canh Sườn Non Táo Đỏ,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Món canh này dễ nấu, thơm ngon vừa miệng lại đầy đủ dinh dưỡng nữa."
Canh Sườn Non Táo Đỏ,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Muôi bột ngọt sao cho nhiều vậy ạ, 1 muỗng ăn canh mà 1,2 lít nước chắc mặn lắm , hay ghi nhầm m thành M?"
Canh Sườn Non Táo Đỏ,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,dễ quá . mình sẽ làm ngay !
Cá Nục Kho Kiểu Nhật,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Cá kho ăn với cơm kèm dưa giá là ngon nhất.
Cá Nục Kho Kiểu Nhật,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Sắp tới kì thi HKI rồi,em muốn nấu 1 món ăn để có thể giải tỏa căn thẳng, chương trình có thể giúp em được ko? Xin cám ơn."
